,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km Driven,Ownership,Fuel Type,RTO Office,Discounted_Car_Price,Baseline Price,Car_Type
469,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,49174,1ST OWNER,PETROL,KA-03,695000,714000,Manual
470,Hyundai Elite i20,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,43083,1ST OWNER,PETROL,KA-01,616000,707000,Manual
471,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,33623,2ND OWNER,PETROL,KA-04,511000,562000,Manual
472,Maruti Baleno,ZETA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,15123,1ST OWNER,PETROL,KA-03,817000,836000,Automatic
473,Renault Kwid,RXT 1.0 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,71306,1ST OWNER,PETROL,KA-02,450000,486000,Manual
474,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Maruti,57770,1ST OWNER,PETROL,KA-05,492000,549000,Manual
475,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,70314,1ST OWNER,PETROL,KA-05,625000,698000,Automatic
476,Renault Kiger,RXZ TURBO CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Renault,7598,1ST OWNER,PETROL,KA-03,966000,1110000,Automatic
477,Hyundai Elite i20,SPORTZ 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Hyundai,62621,1ST OWNER,PETROL,KA-01,662000,701000,Manual
478,Maruti Swift,VDI ABSManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,84877,1ST OWNER,DIESEL,KA-01,616000,636000,Manual
479,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2021,Renault,26755,1ST OWNER,PETROL,KA-19,533000,564000,Automatic
480,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Honda,50359,1ST OWNER,PETROL,KA-04,608000,709000,Automatic
481,Maruti Alto 800,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Maruti,37510,1ST OWNER,PETROL,KA-05,303000,324000,Manual
482,Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2021,Renault,21929,2ND OWNER,PETROL,KA-51,895000,1177000,Automatic
483,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,64235,2ND OWNER,PETROL,KA-53,615000,718000,Manual
484,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,Sonnappanahalli,HatchBack,2017,Hyundai,11268,2ND OWNER,PETROL,KA-53,632000,668000,Manual
485,Hyundai i20 Active,1.4 SXManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Hyundai,68152,1ST OWNER,DIESEL,KA-51,693000,722000,Manual
486,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,58715,1ST OWNER,PETROL,KA-51,685000,718000,Manual
487,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,28548,1ST OWNER,PETROL,KA-01,676000,688000,Manual
488,Maruti Swift,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Maruti,64086,1ST OWNER,PETROL,KA-04,705000,705000,Automatic
489,Hyundai i10,SPORTZ 1.1Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,76938,1ST OWNER,PETROL,KA-01,388000,423000,Manual
490,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,34780,2ND OWNER,PETROL,KA-04,496000,553000,Manual
491,Honda Jazz,1.2L I-VTEC S ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Honda,60223,2ND OWNER,PETROL,KA-03,552300,623000,Automatic
492,Maruti Baleno,ZETA PETROL 1.2Manual,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,39959,1ST OWNER,PETROL,KA-01,694000,714000,Manual
493,Maruti Alto 800,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,48444,1ST OWNER,PETROL,KA-36,264000,300000,Manual
494,Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2020,Hyundai,32093,1ST OWNER,PETROL,KA-03,716000,765000,Automatic
495,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,54671,1ST OWNER,PETROL,KA-03,228200,228200,Manual
496,Maruti Celerio,VXI AMTAutomatic,"GT World Mall, Bengaluru",HatchBack,2015,Maruti,33279,1ST OWNER,PETROL,KA-05,460000,484000,Automatic
497,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Hyundai,53576,1ST OWNER,PETROL,KA-01,594000,680000,Automatic
498,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Hyundai,35886,1ST OWNER,PETROL,KA-51,541000,585000,Manual
499,Maruti Celerio,VXI AMT (O)Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,66596,1ST OWNER,PETROL,KA-05,450000,486000,Automatic
500,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,41987,1ST OWNER,PETROL,KA-25,228650,241000,Manual
501,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,65453,1ST OWNER,PETROL,KA-01,424000,485000,Manual
502,Honda Brio,S MTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Honda,96198,1ST OWNER,PETROL,KA-04,359000,449000,Manual
503,Maruti Swift,VDIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,98752,2ND OWNER,DIESEL,KA-04,462000,480000,Manual
504,Maruti Baleno,ZETA PETROL 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Maruti,36184,2ND OWNER,PETROL,KA-53,714000,714000,Manual
505,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2012,Honda,90802,1ST OWNER,PETROL,KA-25,345000,381000,Manual
506,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"GT World Mall, Bengaluru",HatchBack,2014,Hyundai,105850,2ND OWNER,CNG,KA-53,406000,437000,Automatic
507,Maruti Alto 800,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,28925,2ND OWNER,PETROL,KA-04,315000,355000,Manual
508,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,21220,1ST OWNER,PETROL,KA-01,527000,567000,Manual
509,Hyundai i10,SPORTZ 1.2Manual,Sonnappanahalli,HatchBack,2012,Hyundai,63206,1ST OWNER,PETROL,KA-53,341000,363000,Manual
510,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2018,Honda,43457,1ST OWNER,PETROL,KA-03,505000,526000,Manual
511,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,63359,2ND OWNER,PETROL,KA-01,655000,711000,Manual
512,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,42809,1ST OWNER,PETROL,KA-05,668000,676000,Manual
513,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,15147,1ST OWNER,PETROL,KA-01,603000,627000,Manual
514,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,26007,1ST OWNER,PETROL,KA-68,663000,705000,Automatic
515,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2021,Maruti,13058,1ST OWNER,PETROL,KA-04,767000,781000,Manual
516,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Bellahalli, Bengaluru",HatchBack,2021,Renault,18707,1ST OWNER,PETROL,KA-55,519000,563000,Automatic
517,Tata Tiago,XZ PETROLManual,"Bellahalli, Bengaluru",HatchBack,2016,Tata,40150,1ST OWNER,PETROL,KA-05,497000,543000,Manual
518,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,47619,2ND OWNER,PETROL,KA-03,328000,346000,Manual
519,Maruti Celerio,ZXI (O)Manual,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,37270,2ND OWNER,PETROL,KA-40,511250,544000,Manual
520,Hyundai NEW SANTRO,SPORTZ MTManual,"Bellahalli, Bengaluru",HatchBack,2019,Hyundai,25607,1ST OWNER,PETROL,KA-53,527000,572000,Manual
521,Honda Jazz,1.2L I-VTEC VManual,"GT World Mall, Bengaluru",HatchBack,2016,Honda,90773,2ND OWNER,PETROL,KA-05,555000,613000,Manual
522,Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,23513,2ND OWNER,PETROL,KA-02,530000,582000,Manual
523,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,39481,2ND OWNER,PETROL,KA-03,722000,758000,Automatic
524,Maruti S PRESSO,VXI+Manual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,51395,1ST OWNER,PETROL,KA-42,426000,503000,Manual
525,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2017,Honda,40073,2ND OWNER,PETROL,KA-03,615000,726000,Manual
526,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Maruti,55127,1ST OWNER,PETROL,KA-03,650000,676000,Automatic
527,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2019,Maruti,34526,1ST OWNER,PETROL,KA-06,764000,816000,Manual
528,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,50318,1ST OWNER,PETROL,KA-05,612000,641000,Manual
529,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2014,Maruti,68306,1ST OWNER,PETROL,KA-03,471000,540000,Manual
530,Maruti Baleno,ZETA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,6930,1ST OWNER,PETROL,KA-53,885000,896000,Automatic
531,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,44253,2ND OWNER,PETROL,KA-53,621000,698000,Manual
532,Maruti Wagon R 1.0,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,58659,1ST OWNER,PETROL,KA-52,457000,463000,Manual
533,Honda Jazz,1.2 V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Honda,70602,1ST OWNER,PETROL,KA-02,619000,707000,Automatic
534,Hyundai NEW SANTRO,SPORTZ AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2019,Hyundai,31158,1ST OWNER,PETROL,KA-02,561000,593000,Automatic
535,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,76485,1ST OWNER,PETROL,KA-53,517000,577000,Manual
536,Maruti Celerio,ZXI AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,34801,1ST OWNER,PETROL,KA-05,517000,566000,Automatic
537,Hyundai i20,ASTA 1.2Manual,Sonnappanahalli,HatchBack,2013,Hyundai,40344,1ST OWNER,PETROL,KA-03,479000,506000,Manual
538,Hyundai i20 Active,1.2 SXManual,"GT World Mall, Bengaluru",HatchBack,2019,Hyundai,15347,1ST OWNER,PETROL,KA-03,820000,820000,Manual
539,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,29905,1ST OWNER,PETROL,KA-59,730000,758000,Manual
540,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,34090,1ST OWNER,PETROL,KA-01,569000,613000,Manual
541,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,14089,1ST OWNER,PETROL,KA-02,737000,785000,Manual
542,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Honda,69054,1ST OWNER,PETROL,KA-05,616000,705000,Automatic
543,Maruti Alto K10,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,29094,1ST OWNER,PETROL,KA-09,369000,411000,Manual
544,Maruti Celerio,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,32112,2ND OWNER,PETROL,KA-04,491000,527000,Manual
545,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,26031,1ST OWNER,PETROL,KA-03,714000,714000,Manual
546,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Honda,74342,2ND OWNER,PETROL,KA-03,565000,603000,Automatic
547,Maruti Swift,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Maruti,68656,1ST OWNER,PETROL,KA-53,539000,599000,Manual
548,Honda Jazz,1.2L I-VTEC VX CVTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Honda,71165,2ND OWNER,PETROL,KA-04,604000,690000,Automatic
549,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,50516,1ST OWNER,PETROL,KA-03,469000,530000,Manual
550,Maruti Swift,VXI AMTAutomatic,Sonnappanahalli,HatchBack,2021,Maruti,11945,1ST OWNER,PETROL,KA-53,779000,791000,Automatic
551,Maruti Swift,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Maruti,56661,1ST OWNER,PETROL,KA-05,515000,515000,Manual
552,Maruti Celerio,ZXI AMT (O)Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,22479,2ND OWNER,PETROL,KA-05,548000,581000,Automatic
553,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,36977,2ND OWNER,PETROL,KA-05,548000,586000,Manual
554,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2015,Hyundai,50510,3RD OWNER,PETROL,KA-04,431000,475000,Manual
555,Hyundai Grand i10,MAGNA 1.1 CRDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Hyundai,81805,2ND OWNER,DIESEL,KA-04,418000,437000,Manual
556,Maruti Celerio,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,18294,1ST OWNER,PETROL,KA-03,473000,498000,Automatic
557,Hyundai NEW SANTRO,ASTA MTManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,47418,1ST OWNER,PETROL,KA-41,567000,589000,Manual
558,Maruti Celerio,ZXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,25414,1ST OWNER,PETROL,KA-53,524000,541000,Automatic
559,Maruti S PRESSO,VXI PLUS AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,3803,2ND OWNER,PETROL,KA-01,518000,560000,Automatic
560,Maruti S PRESSO,VXI PLUSManual,"Bellahalli, Bengaluru",HatchBack,2022,Maruti,17888,1ST OWNER,PETROL,KA-15,513000,605000,Manual
561,Renault Kiger,RXZ 1.0 MTManual,"Bellahalli, Bengaluru",HatchBack,2021,Renault,14463,1ST OWNER,PETROL,KA-03,903000,903000,Manual
562,Hyundai NEW I20,ASTA 1.0 GDI TURBO DCTAutomatic,Sonnappanahalli,HatchBack,2021,Hyundai,19053,1ST OWNER,PETROL,KA-53,1030000,1056000,Automatic
563,Hyundai Elite i20,ASTA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2015,Hyundai,43371,2ND OWNER,PETROL,KA-05,613000,652000,Manual
564,Maruti Swift,VXI OManual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,64917,2ND OWNER,PETROL,KA-02,616000,616000,Manual
565,Hyundai i10,ERA 1.1Manual,Sonnappanahalli,HatchBack,2013,Hyundai,47333,1ST OWNER,PETROL,KA-04,338000,353000,Manual
566,Hyundai Elite i20,ASTA 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,38510,1ST OWNER,PETROL,KA-53,660000,679000,Manual
567,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2012,Honda,64655,1ST OWNER,PETROL,KA-05,338000,376000,Manual
568,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,48871,1ST OWNER,PETROL,KA-05,307000,334000,Manual
569,Maruti Baleno,ZETA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,40623,1ST OWNER,PETROL,KA-05,675000,710000,Manual
570,Maruti Swift,VXI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,49578,1ST OWNER,PETROL,KA-41,673800,705000,Automatic
571,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,103549,2ND OWNER,PETROL,KA-03,269000,293000,Manual
572,Honda Brio,S MTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Honda,65394,1ST OWNER,PETROL,KA-03,389000,480000,Manual
573,Renault Kiger,RXZ TURBO CVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2021,Renault,48938,2ND OWNER,PETROL,KA-03,931000,1034000,Automatic
574,Maruti Baleno,ALPHA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,30270,1ST OWNER,PETROL,KA-04,803000,845000,Automatic
575,Hyundai Elite i20,SPORTZ 1.2Manual,"GT World Mall, Bengaluru",HatchBack,2017,Hyundai,77593,1ST OWNER,PETROL,KA-20,629000,681000,Manual
576,Maruti Swift,VXIManual,Sonnappanahalli,HatchBack,2012,Maruti,78622,2ND OWNER,PETROL,KA-05,444000,477000,Manual
577,Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,62803,2ND OWNER,PETROL,KA-05,569000,626000,Automatic
578,Maruti Celerio,VXIManual,Sonnappanahalli,HatchBack,2015,Maruti,44385,1ST OWNER,PETROL,KA-01,433000,456000,Manual
579,Maruti Celerio,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,42137,1ST OWNER,PETROL,KA-25,422000,451000,Automatic
580,Maruti Celerio,ZXI (O)Manual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,36085,2ND OWNER,PETROL,KA-51,532000,558000,Manual
581,Renault Kwid,CLIMBER 1.0 AMT (O)Automatic,"GT World Mall, Bengaluru",HatchBack,2021,Renault,14191,1ST OWNER,PETROL,KA-02,564000,609000,Automatic
582,Maruti S PRESSO,VXI+Manual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,53125,1ST OWNER,PETROL,KA-51,414000,479000,Manual
583,Maruti Celerio,VXI AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Maruti,88213,2ND OWNER,PETROL,KA-50,379000,388000,Automatic
584,Tata Tiago,XZ PETROLManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Tata,64492,1ST OWNER,PETROL,KA-01,484000,522000,Manual
585,Tata ALTROZ,XZ DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Tata,48673,1ST OWNER,DIESEL,KA-05,877000,886000,Manual
586,Maruti Baleno,ZETA PETROL 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,33850,2ND OWNER,PETROL,KA-03,704000,714000,Manual
587,Maruti Celerio,ZXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,36607,2ND OWNER,PETROL,KA-03,488000,528000,Automatic
588,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Hyundai,25971,1ST OWNER,PETROL,KA-03,599000,623000,Manual
589,Honda Brio,S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2013,Honda,38197,1ST OWNER,PETROL,KA-03,402000,418000,Manual
590,Maruti Celerio,ZXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,69565,1ST OWNER,PETROL,KA-04,467500,502000,Automatic
591,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVTManual,"GT World Mall, Bengaluru",HatchBack,2020,Hyundai,9414,1ST OWNER,PETROL,KA-01,670000,715000,Manual
592,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Hyundai,35897,2ND OWNER,PETROL,KA-01,582000,645000,Automatic
593,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2015,Maruti,50888,1ST OWNER,PETROL,KA-03,593000,623000,Manual
594,Maruti Celerio,ZXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,39613,1ST OWNER,PETROL,KA-04,487000,487000,Manual
595,Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI IMTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2022,Hyundai,19902,2ND OWNER,PETROL,KA-01,1177000,1228000,Manual
596,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2015,Honda,73916,2ND OWNER,PETROL,KA-64,362000,408000,Manual
597,Hyundai NEW SANTRO,SPORTZ MTManual,Sonnappanahalli,HatchBack,2019,Hyundai,35711,1ST OWNER,PETROL,KA-04,541000,575000,Manual
598,Maruti Celerio,ZXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,58198,2ND OWNER,PETROL,KA-51,488000,519000,Automatic
599,Maruti Swift,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2018,Maruti,56410,1ST OWNER,PETROL,KA-50,642000,705000,Automatic
600,Maruti Alto,VXI PLUSManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Maruti,73140,2ND OWNER,PETROL,KA-09,389000,420000,Manual
601,Maruti Celerio,VXI (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,81849,1ST OWNER,PETROL,KA-05,451000,492000,Manual
602,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Hyundai,67990,1ST OWNER,PETROL,KA-51,426000,486000,Manual
603,Maruti S PRESSO,VXI+Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2019,Maruti,15871,1ST OWNER,PETROL,KA-01,447000,492000,Manual
604,Hyundai Elite i20,SPORTZ 1.4 CRDIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Hyundai,108913,2ND OWNER,DIESEL,KA-02,578000,586000,Manual
605,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,72097,2ND OWNER,PETROL,KA-04,497000,544000,Automatic
606,Honda Jazz,1.2L I-VTEC VManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Honda,68576,1ST OWNER,PETROL,KA-02,591000,627000,Manual
607,Maruti Wagon R 1.0,VXI AMTAutomatic,Sonnappanahalli,HatchBack,2017,Maruti,17386,2ND OWNER,PETROL,KA-02,513000,513000,Automatic
608,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2015,Maruti,67245,1ST OWNER,PETROL,KA-51,539000,589000,Manual
609,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,28593,1ST OWNER,PETROL,KA-01,599000,658000,Manual
610,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,60942,1ST OWNER,PETROL,KA-06,542000,574000,Automatic
611,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,67225,1ST OWNER,PETROL,KA-03,627000,646000,Automatic
612,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2015,Hyundai,46156,1ST OWNER,PETROL,KA-51,485000,511000,Manual
613,Tata Tiago,XZ PETROLManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2016,Tata,78959,2ND OWNER,PETROL,KA-03,461000,509000,Manual
614,Hyundai i10,SPORTZ 1.2 ATAutomatic,"GT World Mall, Bengaluru",HatchBack,2012,Hyundai,38408,2ND OWNER,PETROL,KA-53,387000,427000,Automatic
615,Maruti Baleno,ALPHA CVT PETROL 1.2Automatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Maruti,77995,1ST OWNER,PETROL,KA-53,674000,792000,Automatic
616,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"GT World Mall, Bengaluru",HatchBack,2015,Hyundai,82195,1ST OWNER,PETROL,KA-05,475000,493000,Automatic
617,Maruti Celerio,ZXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,28813,1ST OWNER,PETROL,KA-02,521000,541000,Automatic
618,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Hyundai,101356,2ND OWNER,PETROL,KA-20,428000,488000,Manual
619,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,58666,1ST OWNER,PETROL,KA-25,674000,712000,Automatic
620,Maruti Alto,VXIManual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,14051,1ST OWNER,PETROL,KA-02,390000,449000,Manual
621,Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,13444,2ND OWNER,PETROL,KA-03,599000,657000,Automatic
622,Maruti Celerio,ZXIManual,Sonnappanahalli,HatchBack,2015,Maruti,40304,2ND OWNER,PETROL,KA-53,464000,487000,Manual
623,Maruti Celerio,ZXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,33371,1ST OWNER,PETROL,KA-41,489000,531000,Automatic
