,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km_Driven,Ownership,Fuel_Type,RTO_Office,Discounted_Car_Price,Baseline_Price,Car_Type,Age_of_Car,Km_Driven_Per_Year,Categorize_Car_Price
993,Tata TIGOR,XZ PLUS PETROLManual,"Bellahalli, Bengaluru",Sedan,2020,Tata,32772,1ST OWNER,PETROL,KA-51,753000,777000,Manual,3,10924,5 lakh-10 lakh
994,Volkswagen Vento,HIGHLINE PLUS 1.0L TSIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2020,Volkswagen,68303,2ND OWNER,PETROL,KA-09,1147000,1233000,Manual,3,22767.66667,10 lakh-15 lakh
995,Honda City,1.5L I-VTE V CVTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Honda,120848,1ST OWNER,PETROL,KA-01,696000,832000,Automatic,6,20141.33333,5 lakh-10 lakh
996,Toyota YARIS,G CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2021,Toyota,33206,1ST OWNER,PETROL,KA-42,965000,1185000,Automatic,2,16603,5 lakh-10 lakh
997,Maruti Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2020,Maruti,30466,1ST OWNER,PETROL,KA-04,705000,746000,Manual,3,10155.33333,5 lakh-10 lakh
998,Toyota YARIS,G MTManual,"Bellahalli, Bengaluru",Sedan,2021,Toyota,17875,2ND OWNER,PETROL,KA-42,959000,1177000,Manual,2,8937.5,5 lakh-10 lakh
999,Toyota YARIS,G MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2021,Toyota,20754,1ST OWNER,PETROL,KA-41,1031000,1275000,Manual,2,10377,10 lakh-15 lakh
1000,Hyundai AURA,SX 1.2Manual,"Bellahalli, Bengaluru",Sedan,2022,Hyundai,10843,1ST OWNER,PETROL,KA-51,844000,844000,Manual,1,10843,5 lakh-10 lakh
1001,Volkswagen Vento,HIGHLINE DIESEL 1.6Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2011,Volkswagen,67264,3RD OWNER,DIESEL,KA-01,308000,308000,Manual,12,5605.333333,2.5 lakh-5 lakh
1002,Hyundai Verna,FLUIDIC 1.6 CRDI EXManual,"Bellahalli, Bengaluru",Sedan,2011,Hyundai,83667,2ND OWNER,DIESEL,KA-03,381000,396000,Manual,12,6972.25,2.5 lakh-5 lakh
1003,Hyundai Verna,FLUIDIC 1.6 VTVT SXManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2011,Hyundai,38335,2ND OWNER,PETROL,KA-01,424000,449000,Manual,12,3194.583333,2.5 lakh-5 lakh
1004,Maruti Dzire,VDIManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Maruti,78099,2ND OWNER,DIESEL,KA-06,711000,753000,Manual,5,15619.8,5 lakh-10 lakh
1005,Maruti Dzire,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2018,Maruti,76303,1ST OWNER,PETROL,KA-02,601000,702000,Manual,5,15260.6,5 lakh-10 lakh
1006,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Bellahalli, Bengaluru",Sedan,2013,Hyundai,57820,1ST OWNER,DIESEL,KA-05,569750,607000,Manual,10,5782,5 lakh-10 lakh
1007,Maruti Dzire,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2019,Maruti,58998,1ST OWNER,PETROL,KA-36,617000,714000,Automatic,4,14749.5,5 lakh-10 lakh
1008,Honda Amaze,1.2L I-VTEC EManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Honda,45696,1ST OWNER,PETROL,KA-03,388000,410000,Manual,9,5077.333333,2.5 lakh-5 lakh
1009,Maruti Ciaz,DELTA DIESEL 1.3Manual,"Bellahalli, Bengaluru",Sedan,2017,Maruti,62840,1ST OWNER,DIESEL,KA-01,673000,717000,Manual,6,10473.33333,5 lakh-10 lakh
1010,Maruti Swift Dzire,LXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,64302,1ST OWNER,PETROL,KA-04,394000,456000,Manual,11,5845.636364,2.5 lakh-5 lakh
1011,Skoda Rapid,AMBITION 1.5 TDIManual,"Bellahalli, Bengaluru",Sedan,2016,Skoda,64615,2ND OWNER,DIESEL,KA-03,552000,584000,Manual,7,9230.714286,5 lakh-10 lakh
1012,Hyundai Xcent,S 1.2Manual,"Hosur Road, Singasandra, Bengaluru",Sedan,2014,Hyundai,66486,1ST OWNER,PETROL,KA-19,402000,433000,Manual,9,7387.333333,2.5 lakh-5 lakh
1013,Hyundai Verna,FLUIDIC 1.6 CRDI SX OPTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Hyundai,144771,2ND OWNER,DIESEL,KA-03,504000,548000,Manual,9,16085.66667,5 lakh-10 lakh
1014,Maruti Dzire,ZXI PLUS AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,69846,2ND OWNER,PETROL,KA-01,579000,701000,Automatic,6,11641,5 lakh-10 lakh
1015,Honda City,1.5L I-VTEC SV CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Honda,115125,3RD OWNER,PETROL,KA-05,491000,616000,Automatic,8,14390.625,2.5 lakh-5 lakh
1016,Maruti Swift Dzire,ZDIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,100047,1ST OWNER,DIESEL,KA-51,495000,549000,Manual,11,9095.181818,2.5 lakh-5 lakh
1017,Maruti Swift Dzire,ZDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,93338,3RD OWNER,DIESEL,KA-01,436000,518000,Manual,11,8485.272727,2.5 lakh-5 lakh
1018,Maruti Dzire,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,89411,1ST OWNER,PETROL,KA-51,551000,658000,Automatic,6,14901.83333,5 lakh-10 lakh
1019,Tata Zest,XMS PETROLManual,"Bellahalli, Bengaluru",Sedan,2015,Tata,89051,1ST OWNER,PETROL,KA-41,414000,437000,Manual,8,11131.375,2.5 lakh-5 lakh
1020,Honda City,1.5L I-DTEC SVManual,"Bellahalli, Bengaluru",Sedan,2015,Honda,104903,2ND OWNER,DIESEL,KA-03,556000,600000,Manual,8,13112.875,5 lakh-10 lakh
1021,Hyundai Verna,FLUIDIC 1.6 VTVT EXManual,"Bellahalli, Bengaluru",Sedan,2013,Hyundai,62799,3RD OWNER,PETROL,KA-04,438000,459000,Manual,10,6279.9,2.5 lakh-5 lakh
1022,Volkswagen Vento,HIGHLINE DIESEL 1.6Manual,"Bellahalli, Bengaluru",Sedan,2012,Volkswagen,137114,3RD OWNER,DIESEL,KA-06,354000,354000,Manual,11,12464.90909,2.5 lakh-5 lakh
1023,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2010,Maruti,86543,3RD OWNER,DIESEL,KA-51,330000,361000,Manual,13,6657.153846,2.5 lakh-5 lakh
1024,Maruti Swift Dzire,LXIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,38319,1ST OWNER,PETROL,KA-02,384000,422000,Manual,11,3483.545455,2.5 lakh-5 lakh
1025,Skoda Rapid,ELEGANCE 1.6 TDI MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Skoda,82081,1ST OWNER,DIESEL,KA-51,416000,480000,Manual,11,7461.909091,2.5 lakh-5 lakh
1026,Honda Amaze,1.5L I-DTEC SManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2014,Honda,77710,2ND OWNER,DIESEL,KA-04,391000,410000,Manual,9,8634.444444,2.5 lakh-5 lakh
1027,Maruti Dzire,ZXI Plus AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,93533,1ST OWNER,PETROL,KA-03,585000,717000,Automatic,6,15588.83333,5 lakh-10 lakh
1028,Hyundai Verna,1.6 EX CRDIManual,"Bellahalli, Bengaluru",Sedan,2018,Hyundai,76073,1ST OWNER,DIESEL,KA-53,815000,847000,Manual,5,15214.6,5 lakh-10 lakh
1029,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2012,Maruti,77456,2ND OWNER,DIESEL,KA-05,441000,467000,Manual,11,7041.454545,2.5 lakh-5 lakh
1030,Maruti Swift Dzire,VDIManual,"Bellahalli, Bengaluru",Sedan,2010,Maruti,68502,2ND OWNER,DIESEL,KA-01,376000,406000,Manual,13,5269.384615,2.5 lakh-5 lakh
1031,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2013,Maruti,56927,1ST OWNER,PETROL,KA-19,434000,513000,Manual,10,5692.7,2.5 lakh-5 lakh
1032,Honda Amaze,1.2L I-VTEC VXManual,"Horamavu Agara Road, Bengaluru",Sedan,2013,Honda,59067,2ND OWNER,PETROL,KA-53,388000,443000,Manual,10,5906.7,2.5 lakh-5 lakh
1033,Maruti Ciaz,ZXIManual,"Bellahalli, Bengaluru",Sedan,2015,Maruti,86851,2ND OWNER,PETROL,KA-03,560000,607000,Manual,8,10856.375,5 lakh-10 lakh
1034,Honda Amaze,1.5L I-DTEC SManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2014,Honda,80519,3RD OWNER,DIESEL,KA-50,384000,394000,Manual,9,8946.555556,2.5 lakh-5 lakh
1035,Maruti Swift Dzire,VDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2012,Maruti,87895,2ND OWNER,DIESEL,KA-03,442000,468000,Manual,11,7990.454545,2.5 lakh-5 lakh
1036,Honda City,1.5L I-VTEC S MTManual,Sonnappanahalli,Sedan,2012,Honda,60570,3RD OWNER,PETROL,KA-03,413000,437000,Manual,11,5506.363636,2.5 lakh-5 lakh
1037,Tata TIGOR,XZ PLUS PETROLManual,"GT World Mall, Bengaluru",Sedan,2018,Tata,39682,2ND OWNER,PETROL,KA-04,598000,631000,Manual,5,7936.4,5 lakh-10 lakh
1038,Maruti Swift Dzire,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2010,Maruti,73236,2ND OWNER,PETROL,KA-01,334000,355000,Manual,13,5633.538462,2.5 lakh-5 lakh
1039,Hyundai Verna,FLUIDIC 1.6 CRDI SXManual,"Horamavu Agara Road, Bengaluru",Sedan,2013,Hyundai,81959,1ST OWNER,DIESEL,KA-01,528000,539000,Manual,10,8195.9,5 lakh-10 lakh
1040,Maruti Swift Dzire,ZDI AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,31093,1ST OWNER,DIESEL,KA-05,691000,721000,Automatic,7,4441.857143,5 lakh-10 lakh
1041,Volkswagen Ameo,HIGHLINE1.2LManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Volkswagen,142245,2ND OWNER,PETROL,KA-51,431000,464000,Manual,7,20320.71429,2.5 lakh-5 lakh
1042,Toyota YARIS,J CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2020,Toyota,8828,1ST OWNER,PETROL,KA-51,882000,1071000,Automatic,3,2942.666667,5 lakh-10 lakh
1043,Volkswagen Ameo,HIGHLINE1.2L PLUS 16 ALLOYManual,"Hosur Road, Singasandra, Bengaluru",Sedan,2018,Volkswagen,35791,1ST OWNER,PETROL,KA-04,628000,665000,Manual,5,7158.2,5 lakh-10 lakh
1044,Maruti Swift Dzire,VDI ABSManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,52030,1ST OWNER,DIESEL,KA-06,732000,762000,Manual,7,7432.857143,5 lakh-10 lakh
1045,Skoda Rapid,1.5 TDI AT Ambition PlusAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Skoda,93424,2ND OWNER,DIESEL,KA-01,515000,564000,Automatic,8,11678,5 lakh-10 lakh
1046,Skoda Rapid,1.5 TDI CR ELEGANCE ATAutomatic,"Bellahalli, Bengaluru",Sedan,2015,Skoda,107208,1ST OWNER,DIESEL,KA-51,511000,534000,Automatic,8,13401,5 lakh-10 lakh
1047,Honda Civic,1.8L I-VTEC VX CVTAutomatic,"Bellahalli, Bengaluru",Sedan,2019,Honda,63710,1ST OWNER,PETROL,KA-52,1574000,1660000,Automatic,4,15927.5,greater than 15 lakh
1048,Maruti Ciaz,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",Sedan,2016,Maruti,55437,2ND OWNER,PETROL,KA-03,641000,767000,Manual,7,7919.571429,5 lakh-10 lakh
1049,Honda City,1.5L I-VTEC V MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2016,Honda,58808,2ND OWNER,PETROL,KA-04,651000,798000,Manual,7,8401.142857,5 lakh-10 lakh
1050,Tata Zest,XMA F-TRONIC DIESELAutomatic,"Hosur Road, Singasandra, Bengaluru",Sedan,2015,Tata,116242,1ST OWNER,DIESEL,KA-02,407000,475000,Automatic,8,14530.25,2.5 lakh-5 lakh
1051,Maruti Swift Dzire,VXI (O) ATAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2016,Maruti,31458,2ND OWNER,PETROL,KA-03,555000,611000,Automatic,7,4494,5 lakh-10 lakh
1052,Maruti Dzire,VDI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,67184,1ST OWNER,DIESEL,KA-03,647000,733000,Automatic,6,11197.33333,5 lakh-10 lakh
1053,Maruti Dzire,VDI AMTAutomatic,"Horamavu Agara Road, Bengaluru",Sedan,2017,Maruti,112566,2ND OWNER,DIESEL,KA-05,645000,690000,Automatic,6,18761,5 lakh-10 lakh
1054,Maruti Swift Dzire,ZXIManual,"Bellahalli, Bengaluru",Sedan,2011,Maruti,65961,3RD OWNER,PETROL,KA-32,359000,386000,Manual,12,5496.75,2.5 lakh-5 lakh
1055,Maruti Swift Dzire,ZDI AMTAutomatic,"Bellahalli, Bengaluru",Sedan,2017,Maruti,88411,1ST OWNER,DIESEL,KA-02,691000,717000,Automatic,6,14735.16667,5 lakh-10 lakh
1056,Honda City,1.5L I-VTEC S MTManual,"Horamavu Agara Road, Bengaluru",Sedan,2011,Honda,34400,1ST OWNER,PETROL,KA-03,412000,412000,Manual,12,2866.666667,2.5 lakh-5 lakh
1057,Honda City,1.5L I-VTEC V MT 4TH GENManual,"GT World Mall, Bengaluru",Sedan,2021,Honda,13006,1ST OWNER,PETROL,KA-53,949000,949000,Manual,2,6503,5 lakh-10 lakh
1058,Toyota Innova Crysta,2.4 VX 7 STRManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Toyota,35154,1ST OWNER,DIESEL,DL-10,1661000,1661000,Manual,6,5859,greater than 15 lakh
1059,Maruti Ertiga,VDIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2012,Maruti,101087,1ST OWNER,DIESEL,KA-04,618000,642000,Manual,11,9189.727273,5 lakh-10 lakh
1060,Maruti Ertiga,VXIManual,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Maruti,75759,2ND OWNER,PETROL,KA-52,714000,742000,Manual,7,10822.71429,5 lakh-10 lakh
1061,Maruti Vitara Brezza,ZDIManual,"Bellahalli, Bengaluru",SUV,2017,Maruti,68244,1ST OWNER,DIESEL,KA-03,894000,902000,Manual,6,11374,5 lakh-10 lakh
1062,Maruti XL6,ZETA MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Maruti,10162,1ST OWNER,PETROL,KA-51,1190000,1242000,Manual,1,10162,10 lakh-15 lakh
1063,Mahindra Kuv100,K6 D 6 STRManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2016,Mahindra,23017,1ST OWNER,DIESEL,KA-04,491000,491000,Manual,7,3288.142857,2.5 lakh-5 lakh
1064,Ford Ecosport,TREND 1.5L PETROLManual,"Bellahalli, Bengaluru",SUV,2016,Ford,41491,1ST OWNER,PETROL,KA-03,692000,724000,Manual,7,5927.285714,5 lakh-10 lakh
1065,Hyundai Creta,SX AT 1.6 DIESELAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2019,Hyundai,80463,1ST OWNER,DIESEL,KA-04,1301000,1412000,Automatic,4,20115.75,10 lakh-15 lakh
1066,Maruti Vitara Brezza,VDIManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,54840,1ST OWNER,DIESEL,KA-04,776000,814000,Manual,7,7834.285714,5 lakh-10 lakh
1067,Ford Ecosport,TITANIUM 1.5L DIESEL (OPT)Manual,"Bellahalli, Bengaluru",SUV,2014,Ford,124257,1ST OWNER,DIESEL,KA-01,552000,571000,Manual,9,13806.33333,5 lakh-10 lakh
1068,KIA SELTOS,HTK PLUS 1.5 IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,7506,1ST OWNER,PETROL,KA-01,1273000,1273000,Manual,2,3753,10 lakh-15 lakh
1069,Toyota URBAN CRUISER,PREMIUM GRADE ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Toyota,4670,1ST OWNER,PETROL,KA-03,1214000,1266000,Automatic,1,4670,10 lakh-15 lakh
1070,Hyundai Creta,SX AT 1.6 PETROLAutomatic,"Bellahalli, Bengaluru",SUV,2019,Hyundai,29116,2ND OWNER,PETROL,KA-51,1217000,1270000,Automatic,4,7279,10 lakh-15 lakh
1071,Maruti Vitara Brezza,ZDI PLUSManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,50056,1ST OWNER,DIESEL,KA-03,884000,890000,Manual,7,7150.857143,5 lakh-10 lakh
1072,Renault Duster,85 PS RXS MT DIESELManual,"Bellahalli, Bengaluru",SUV,2017,Renault,82851,2ND OWNER,DIESEL,KA-02,725000,766000,Manual,6,13808.5,5 lakh-10 lakh
1073,Ford Ecosport,TREND+ 1.5L DIESELManual,Sonnappanahalli,SUV,2016,Ford,99776,1ST OWNER,DIESEL,KA-05,648000,679000,Manual,7,14253.71429,5 lakh-10 lakh
1074,Mahindra XUV 3OO,W8 1.2 PETROLManual,"GT World Mall, Bengaluru",SUV,2020,Mahindra,45751,3RD OWNER,PETROL,KA-27,821000,830000,Manual,3,15250.33333,5 lakh-10 lakh
1075,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Ford,39441,2ND OWNER,PETROL,KA-05,648000,745000,Automatic,7,5634.428571,5 lakh-10 lakh
1076,Tata NEXON,XZ+ 1.5Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,67271,1ST OWNER,DIESEL,KA-05,821000,1010000,Manual,4,16817.75,5 lakh-10 lakh
1077,Maruti Ertiga,VXIManual,"GT World Mall, Bengaluru",SUV,2017,Maruti,62538,1ST OWNER,PETROL,KA-03,806000,812000,Manual,6,10423,5 lakh-10 lakh
1078,Tata NEXON,XZA PLUS PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,11975,1ST OWNER,PETROL,KA-05,929000,950000,Automatic,4,2993.75,5 lakh-10 lakh
1079,Ford Ecosport,AMBIENTE 1.5L PETROLManual,Sonnappanahalli,SUV,2017,Ford,40031,2ND OWNER,PETROL,HR-13,660000,660000,Manual,6,6671.833333,5 lakh-10 lakh
1080,Hyundai Creta,E PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,36540,1ST OWNER,PETROL,KA-12,881000,890000,Manual,6,6090,5 lakh-10 lakh
1081,Hyundai Creta,1.6 SX PLUS PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Hyundai,25434,2ND OWNER,PETROL,KA-41,1017000,1267000,Manual,5,5086.8,10 lakh-15 lakh
1082,Volkswagen TAIGUN,GT 1.5 TSI MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Volkswagen,16255,1ST OWNER,PETROL,KA-55,1538000,1575000,Manual,1,16255,greater than 15 lakh
1083,Hyundai VENUE,SX PLUS 1.0 TURBO DCTAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2019,Hyundai,117010,1ST OWNER,PETROL,KA-05,869000,938000,Automatic,4,29252.5,5 lakh-10 lakh
1084,Honda WR-V,1.5L I-DTEC VX MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,82084,1ST OWNER,DIESEL,KA-13,699000,799000,Manual,6,13680.66667,5 lakh-10 lakh
1085,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Bellahalli, Bengaluru",SUV,2015,Hyundai,51166,2ND OWNER,PETROL,KA-05,801000,840000,Manual,8,6395.75,5 lakh-10 lakh
1086,KIA SELTOS,GTK 1.4 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,KIA,36307,1ST OWNER,PETROL,KA-41,1209000,1271000,Manual,4,9076.75,10 lakh-15 lakh
1087,Ford FREESTYLE,TITANIUM 1.2 PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Ford,38995,3RD OWNER,PETROL,KA-01,552000,631000,Manual,5,7799,5 lakh-10 lakh
1088,Renault Duster,RXS 85 PSManual,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Renault,73494,2ND OWNER,DIESEL,KA-05,726000,921000,Manual,7,10499.14286,5 lakh-10 lakh
1089,Maruti JIMNY,ALPHA ALL GRIP PRO ATAutomatic,Sonnappanahalli,SUV,2023,Maruti,2013,1ST OWNER,PETROL,KA-03,1736000,1736000,Automatic,0,inf,greater than 15 lakh
1090,Mahindra Scorpio,S7Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Mahindra,35182,1ST OWNER,DIESEL,KA-34,1626000,1715000,Manual,1,35182,greater than 15 lakh
1091,Nissan Terrano,XL (D)Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2014,Nissan,92551,1ST OWNER,DIESEL,KA-04,537000,549000,Manual,9,10283.44444,5 lakh-10 lakh
1092,Ford Ecosport,1.5 TITANIUM PLATINUM EDITION DIESELManual,"Horamavu Agara Road, Bengaluru",SUV,2017,Ford,71230,1ST OWNER,DIESEL,KA-20,728000,903000,Manual,6,11871.66667,5 lakh-10 lakh
1093,Ford Ecosport,TREND+ 1.5L DIESELManual,"GT World Mall, Bengaluru",SUV,2018,Ford,36261,3RD OWNER,DIESEL,KA-03,736000,759000,Manual,5,7252.2,5 lakh-10 lakh
1094,Volkswagen TAIGUN,TOPLINE 1.0 TSI MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Volkswagen,5356,1ST OWNER,PETROL,KA-03,1566000,1690000,Manual,1,5356,greater than 15 lakh
1095,KIA SONET,GTX PLUS 1.0 IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,KIA,49053,1ST OWNER,PETROL,KA-19,1068000,1189000,Manual,3,16351,10 lakh-15 lakh
1096,KIA CARENS,LUXURY PLUS 1.4 PETROL 7 STRManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,KIA,16047,1ST OWNER,PETROL,KA-05,1713600,1826000,Manual,1,16047,greater than 15 lakh
1097,Renault TRIBER,RXZ AMTAutomatic,Sonnappanahalli,SUV,2020,Renault,42063,1ST OWNER,PETROL,KA-05,700000,733000,Automatic,3,14021,5 lakh-10 lakh
1098,Hyundai Creta,SX 1.5 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,52422,1ST OWNER,PETROL,KA-41,1401000,1475000,Manual,3,17474,10 lakh-15 lakh
1099,Hyundai VENUE,SX 1.0 TURBOManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,46640,2ND OWNER,PETROL,KA-05,925000,1075000,Manual,3,15546.66667,5 lakh-10 lakh
1100,Maruti Ertiga,VDIManual,Sonnappanahalli,SUV,2013,Maruti,88808,2ND OWNER,DIESEL,KA-01,613000,613000,Manual,10,8880.8,5 lakh-10 lakh
1101,Hyundai VENUE,SX (O) 1.5 CRDIManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,65976,2ND OWNER,DIESEL,KA-17,1026000,1057000,Manual,3,21992,10 lakh-15 lakh
1102,Tata Harrier,XZ 2.0L KryotecManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,28315,1ST OWNER,DIESEL,KA-05,1629000,1748000,Manual,4,7078.75,greater than 15 lakh
1103,Honda WR-V,1.2L I-VTEC S MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,34636,1ST OWNER,PETROL,KA-01,680400,716000,Manual,6,5772.666667,5 lakh-10 lakh
1104,Ford FREESTYLE,TREND 1.5 DIESELManual,"Bellahalli, Bengaluru",SUV,2018,Ford,87777,2ND OWNER,DIESEL,KA-03,552000,616000,Manual,5,17555.4,5 lakh-10 lakh
1105,KIA SELTOS,HTK PLUS 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,KIA,11840,2ND OWNER,DIESEL,KA-51,1359000,1465000,Manual,3,3946.666667,10 lakh-15 lakh
1106,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Bellahalli, Bengaluru",SUV,2018,Ford,35443,2ND OWNER,PETROL,TN-39,714000,855000,Manual,5,7088.6,5 lakh-10 lakh
1107,Maruti Vitara Brezza,ZDI PLUS AMTAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Maruti,55927,1ST OWNER,DIESEL,KA-51,970000,1082000,Automatic,5,11185.4,5 lakh-10 lakh
1108,Tata NEXON,XM DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Tata,27750,1ST OWNER,DIESEL,KA-03,916000,945000,Manual,3,9250,5 lakh-10 lakh
1109,Renault Duster,RXZ 1.5 PETROL MTManual,"Hosur Road, Singasandra, Bengaluru",SUV,2020,Renault,20600,2ND OWNER,PETROL,KA-03,950000,1115000,Manual,3,6866.666667,5 lakh-10 lakh
1110,Maruti S Cross,ZETA 1.3Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Maruti,76836,2ND OWNER,DIESEL,KA-05,751000,859000,Manual,7,10976.57143,5 lakh-10 lakh
1111,KIA SELTOS,HTX 1.5 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,KIA,10845,1ST OWNER,PETROL,KA-05,1458000,1538000,Manual,1,10845,10 lakh-15 lakh
1112,Renault Duster,RXZ 1.3 TURBO PETROL MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Renault,49139,1ST OWNER,PETROL,KA-59,903000,1115000,Manual,3,16379.66667,5 lakh-10 lakh
1113,Hyundai VENUE,SX PLUS 1.0 TURBO DCTAutomatic,"GT World Mall, Bengaluru",SUV,2019,Hyundai,95880,1ST OWNER,PETROL,KA-05,962000,1020000,Automatic,4,23970,5 lakh-10 lakh
1114,Nissan MAGNITE,XV PREMIUMManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Nissan,18809,2ND OWNER,PETROL,KA-03,844000,890000,Manual,1,18809,5 lakh-10 lakh
1115,KIA SELTOS,GTX PLUS DCT 1.4 PETROLAutomatic,"Horamavu Agara Road, Bengaluru",SUV,2019,KIA,24270,2ND OWNER,PETROL,KA-01,1438000,1577000,Automatic,4,6067.5,10 lakh-15 lakh
1116,Nissan MAGNITE,XV TURBOManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Nissan,13948,1ST OWNER,PETROL,KA-09,817000,848000,Manual,2,6974,5 lakh-10 lakh
1117,Tata NEXON,XMA PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,14244,2ND OWNER,PETROL,KA-05,906000,924000,Automatic,2,7122,5 lakh-10 lakh
